kernel_id,section,metric_name,value
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,Occupancy,Achieved Active Warps Per SM,15.91
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,Occupancy,Achieved Occupancy,33.15
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,Occupancy,Block Limit Barriers,24.0
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,Occupancy,Block Limit Registers,3.0
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,Occupancy,Block Limit SM,24.0
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,Occupancy,Block Limit Shared Mem,7.0
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,Occupancy,Block Limit Warps,3.0
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,Occupancy,Cluster Occupancy,0.0
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,Occupancy,Max Active Clusters,0.0
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,Occupancy,Max Cluster Size,8.0
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,Occupancy,Overall GPU Occupancy,0.0
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,Occupancy,Theoretical Active Warps per SM,48.0
kernel_0018_1d7327b1c2dfbbb368e7c2a1a25ad575,Occupancy,Theoretical Occupancy,100.0
kernel_0019_21996b732bff997c382af60773e3826c,SpeedOfLight,Compute (SM) Throughput,6.76
kernel_0019_21996b732bff997c382af60773e3826c,SpeedOfLight,DRAM Frequency,13.76
kernel_0019_21996b732bff997c382af60773e3826c,SpeedOfLight,DRAM Throughput,15.48
kernel_0019_21996b732bff997c382af60773e3826c,SpeedOfLight,Duration,18.08
kernel_0019_21996b732bff997c382af60773e3826c,SpeedOfLight,Elapsed Cycles,36339.0
kernel_0019_21996b732bff997c382af60773e3826c,SpeedOfLight,L1/TEX Cache Throughput,42.64
kernel_0019_21996b732bff997c382af60773e3826c,SpeedOfLight,L2 Cache Throughput,78.21
kernel_0019_21996b732bff997c382af60773e3826c,SpeedOfLight,Memory Throughput,78.21
kernel_0019_21996b732bff997c382af60773e3826c,SpeedOfLight,SM Active Cycles,31599.98
kernel_0019_21996b732bff997c382af60773e3826c,SpeedOfLight,SM Frequency,1.99
kernel_0019_21996b732bff997c382af60773e3826c,MemoryWorkloadAnalysis,L1/TEX Hit Rate,2.72
kernel_0019_21996b732bff997c382af60773e3826c,MemoryWorkloadAnalysis,L2 Compression Ratio,0.0
kernel_0019_21996b732bff997c382af60773e3826c,MemoryWorkloadAnalysis,L2 Hit Rate,77.33
kernel_0019_21996b732bff997c382af60773e3826c,MemoryWorkloadAnalysis,Max Bandwidth,57.51
kernel_0019_21996b732bff997c382af60773e3826c,MemoryWorkloadAnalysis,Mem Busy,78.21
kernel_0019_21996b732bff997c382af60773e3826c,MemoryWorkloadAnalysis,Mem Pipes Busy,4.86
kernel_0019_21996b732bff997c382af60773e3826c,MemoryWorkloadAnalysis,Memory Throughput,272.67
kernel_0019_21996b732bff997c382af60773e3826c,Occupancy,Achieved Active Warps Per SM,42.08
kernel_0019_21996b732bff997c382af60773e3826c,Occupancy,Achieved Occupancy,87.66
kernel_0019_21996b732bff997c382af60773e3826c,Occupancy,Block Limit Barriers,24.0
kernel_0019_21996b732bff997c382af60773e3826c,Occupancy,Block Limit Registers,21.0
kernel_0019_21996b732bff997c382af60773e3826c,Occupancy,Block Limit SM,24.0
kernel_0019_21996b732bff997c382af60773e3826c,Occupancy,Block Limit Shared Mem,32.0
kernel_0019_21996b732bff997c382af60773e3826c,Occupancy,Block Limit Warps,12.0
kernel_0019_21996b732bff997c382af60773e3826c,Occupancy,Cluster Occupancy,0.0
kernel_0019_21996b732bff997c382af60773e3826c,Occupancy,Max Active Clusters,0.0
kernel_0019_21996b732bff997c382af60773e3826c,Occupancy,Max Cluster Size,8.0
kernel_0019_21996b732bff997c382af60773e3826c,Occupancy,Overall GPU Occupancy,0.0
kernel_0019_21996b732bff997c382af60773e3826c,Occupancy,Theoretical Active Warps per SM,48.0
kernel_0019_21996b732bff997c382af60773e3826c,Occupancy,Theoretical Occupancy,100.0
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,SpeedOfLight,Compute (SM) Throughput,10.76
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,SpeedOfLight,DRAM Frequency,13.67
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,SpeedOfLight,DRAM Throughput,13.64
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,SpeedOfLight,Duration,4.99
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,SpeedOfLight,Elapsed Cycles,9978.0
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,SpeedOfLight,L1/TEX Cache Throughput,7.93
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,SpeedOfLight,L2 Cache Throughput,13.0
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,SpeedOfLight,Memory Throughput,13.64
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,SpeedOfLight,SM Active Cycles,6094.94
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,SpeedOfLight,SM Frequency,1.98
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,MemoryWorkloadAnalysis,L1/TEX Hit Rate,25.0
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,MemoryWorkloadAnalysis,L2 Compression Ratio,0.0
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,MemoryWorkloadAnalysis,L2 Hit Rate,21.75
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,MemoryWorkloadAnalysis,Max Bandwidth,13.64
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,MemoryWorkloadAnalysis,Mem Busy,9.92
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,MemoryWorkloadAnalysis,Mem Pipes Busy,7.38
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,MemoryWorkloadAnalysis,Memory Throughput,238.62
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,Occupancy,Achieved Active Warps Per SM,26.08
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,Occupancy,Achieved Occupancy,54.32
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,Occupancy,Block Limit Barriers,24.0
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,Occupancy,Block Limit Registers,21.0
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,Occupancy,Block Limit SM,24.0
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,Occupancy,Block Limit Shared Mem,32.0
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,Occupancy,Block Limit Warps,12.0
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,Occupancy,Cluster Occupancy,0.0
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,Occupancy,Max Active Clusters,0.0
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,Occupancy,Max Cluster Size,8.0
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,Occupancy,Overall GPU Occupancy,0.0
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,Occupancy,Theoretical Active Warps per SM,48.0
kernel_0020_774ba7c8cbad40df1ee4aee6a2841e96,Occupancy,Theoretical Occupancy,100.0
